time;grid_x;grid_z;density
2,020;-18;7;1,0000
2,020;-19;3;1,0000
2,020;-19;1;1,0000
2,020;-18;0;1,0000
2,020;-19;6;1,0000
2,020;-11;3;2,0000
2,020;-12;7;1,0000
2,020;-12;1;1,0000
2,020;-12;2;1,0000
2,020;-13;3;1,0000
2,020;-6;5;1,0000
2,020;-6;7;1,0000
2,020;-5;6;1,0000
2,020;-5;2;1,0000
2,020;-5;1;1,0000
2,020;-7;1;1,0000
2,020;-1;7;1,0000
2,020;0;5;1,0000
2,020;3;7;1,0000
2,020;3;5;1,0000
2,020;0;6;1,0000
2,020;2;6;1,0000
2,020;7;6;1,0000
2,020;10;5;1,0000
2,020;10;2;1,0000
2,020;7;2;1,0000
2,020;8;1;1,0000
2,020;7;1;1,0000
2,020;14;4;1,0000
2,020;15;3;1,0000
2,020;14;1;1,0000
2,020;15;6;1,0000
2,020;15;2;1,0000
2,020;19;0;1,0000
2,020;18;2;1,0000
2,020;-16;-7;1,0000
2,020;-16;-5;1,0000
2,020;-18;-8;1,0000
2,020;-17;-2;1,0000
2,020;-19;-8;1,0000
2,020;-11;-2;2,0000
2,020;-11;-3;1,0000
2,020;-13;-8;1,0000
2,020;-12;-2;1,0000
2,020;-4;-7;2,0000
2,020;-6;-6;1,0000
2,020;-3;-6;2,0000
2,020;2;-5;1,0000
2,020;2;-4;2,0000
2,020;1;-6;1,0000
2,020;8;-5;1,0000
2,020;8;-8;1,0000
2,020;8;-6;1,0000
2,020;7;-5;2,0000
2,020;7;-9;1,0000
2,020;15;-1;1,0000
2,020;14;-4;2,0000
2,020;13;-9;1,0000
2,020;13;-6;1,0000
2,020;16;-2;1,0000
2,020;14;-3;1,0000
4,040;-18;7;1,0000
4,040;-18;1;1,0000
4,040;-18;0;1,0000
4,040;-15;0;1,0000
4,040;-19;3;1,0000
4,040;-12;0;2,0000
4,040;-12;7;1,0000
4,040;-12;1;1,0000
4,040;-11;1;1,0000
4,040;-13;1;1,0000
4,040;-5;4;1,0000
4,040;-5;5;1,0000
4,040;-5;3;1,0000
4,040;-6;1;2,0000
4,040;-3;0;1,0000
4,040;0;5;1,0000
4,040;0;6;1,0000
4,040;3;5;1,0000
4,040;2;3;2,0000
4,040;1;5;1,0000
4,040;7;4;1,0000
4,040;9;4;1,0000
4,040;9;1;1,0000
4,040;8;0;1,0000
4,040;9;0;1,0000
4,040;7;1;1,0000
4,040;14;4;1,0000
4,040;15;0;1,0000
4,040;16;0;1,0000
4,040;15;4;1,0000
4,040;15;1;1,0000
4,040;19;0;1,0000
4,040;-16;-5;1,0000
4,040;-17;-2;2,0000
4,040;-18;-8;1,0000
4,040;-19;-8;1,0000
4,040;-11;-2;1,0000
4,040;-10;-1;1,0000
4,040;-11;-1;1,0000
4,040;-13;-6;1,0000
4,040;-12;-2;1,0000
