time;grid_x;grid_z;density
2,020;-19;1;1,0000
2,020;-19;6;1,0000
2,020;-18;7;1,0000
2,020;-17;7;1,0000
2,020;-18;4;1,0000
2,020;-11;3;1,0000
2,020;-11;4;1,0000
2,020;-11;1;1,0000
2,020;-10;5;1,0000
2,020;-12;1;1,0000
2,020;-12;2;1,0000
2,020;-5;5;1,0000
2,020;-6;8;1,0000
2,020;-7;7;1,0000
2,020;-6;1;2,0000
2,020;-5;1;1,0000
2,020;2;3;1,0000
2,020;0;5;1,0000
2,020;0;1;1,0000
2,020;1;7;1,0000
2,020;2;5;1,0000
2,020;-1;3;1,0000
2,020;8;8;2,0000
2,020;10;3;1,0000
2,020;7;2;1,0000
2,020;7;1;1,0000
2,020;8;1;1,0000
2,020;16;3;1,0000
2,020;15;3;1,0000
2,020;15;7;1,0000
2,020;15;2;1,0000
2,020;15;1;1,0000
2,020;19;3;2,0000
2,020;-17;-6;1,0000
2,020;-17;-1;1,0000
2,020;-19;-4;1,0000
2,020;-19;-8;1,0000
2,020;-17;-4;1,0000
2,020;-12;-2;2,0000
2,020;-12;-4;1,0000
2,020;-13;-6;1,0000
2,020;-12;-9;1,0000
2,020;-3;-8;1,0000
2,020;-4;-5;1,0000
2,020;-5;-8;1,0000
2,020;-4;-7;1,0000
2,020;-3;-6;1,0000
2,020;0;-6;1,0000
2,020;2;-6;2,0000
2,020;0;-8;1,0000
2,020;7;-2;3,0000
2,020;8;-2;1,0000
2,020;6;-8;1,0000
2,020;8;-8;1,0000
2,020;15;-2;1,0000
2,020;12;-3;1,0000
2,020;12;-7;1,0000
2,020;13;-2;1,0000
2,020;11;-8;1,0000
2,020;16;-6;1,0000
2,020;11;-7;1,0000
4,040;-18;0;1,0000
4,040;-19;4;1,0000
4,040;-18;7;1,0000
4,040;-17;5;1,0000
4,040;-18;4;1,0000
4,040;-12;0;2,0000
4,040;-12;2;1,0000
4,040;-11;1;1,0000
4,040;-11;3;1,0000
4,040;-11;0;1,0000
4,040;-6;3;1,0000
4,040;-6;8;1,0000
4,040;-6;5;1,0000
4,040;-4;0;1,0000
4,040;-5;0;2,0000
4,040;1;2;1,0000
4,040;0;5;1,0000
4,040;1;0;1,0000
4,040;1;5;1,0000
4,040;2;5;1,0000
4,040;0;1;1,0000
4,040;8;8;2,0000
4,040;9;1;1,0000
4,040;8;1;1,0000
4,040;7;1;1,0000
4,040;10;0;1,0000
4,040;15;1;1,0000
4,040;14;1;1,0000
4,040;15;7;1,0000
4,040;14;0;1,0000
4,040;16;0;1,0000
4,040;18;0;1,0000
4,040;19;0;1,0000
4,040;-17;-3;1,0000
4,040;-16;-1;1,0000
4,040;-18;-2;1,0000
4,040;-19;-8;1,0000
4,040;-17;-2;1,0000
4,040;-11;-1;2,0000
